order_id,customer_id,product_id,order_date,quantity,unit_price,order_status,line_revenue
1067,647,13,2025-08-15 08:43:47.114111,1,241.68,Completed,241.68
1068,321,55,2025-05-02 04:37:47.874582,1,229.05,Completed,229.05
1069,5,20,2024-05-01 15:18:31.889893,1,237.72,Returned,237.72
1070,215,25,2024-08-06 15:36:22.052930,2,207.06,Completed,414.12
1070,215,27,2024-08-06 15:36:22.052930,3,183.96,Completed,551.88
1071,783,13,2025-12-08 16:22:27.222266,2,241.68,Completed,483.36
1072,782,60,2024-05-27 06:48:40.111154,1,196.88,Completed,196.88
1073,133,6,2025-04-08 20:58:56.607098,2,71.74,Completed,143.48
1073,133,58,2025-04-08 20:58:56.607098,4,199.54,Completed,798.16
1074,414,50,2025-12-12 02:21:33.347853,1,243.34,Completed,243.34
1074,414,34,2025-12-12 02:21:33.347853,1,145.12,Completed,145.12
1075,5,36,2024-02-24 23:37:37.554481,1,26.51,Completed,26.51
1075,5,21,2024-02-24 23:37:37.554481,1,237.67,Completed,237.67
1076,15,13,2025-09-12 17:51:24.851820,1,241.68,Completed,241.68
1077,776,43,2024-06-05 06:41:00.375161,1,105.22,Completed,105.22
1077,776,18,2024-06-05 06:41:00.375161,1,133.07,Completed,133.07
1078,693,38,2024-07-12 13:31:02.447425,1,198.17,Cancelled,198.17
1079,232,42,2024-08-05 01:03:04.007636,1,157.62,Completed,157.62
1080,353,56,2025-02-22 16:04:57.161387,1,125.24,Completed,125.24
1081,106,11,2025-08-10 08:38:41.649032,1,63.06,Returned,63.06
1081,106,33,2025-08-10 08:38:41.649032,1,35.23,Returned,35.23
1082,172,44,2025-03-31 22:30:23.478325,1,167.55,Completed,167.55
1082,172,39,2025-03-31 22:30:23.478325,1,71.92,Completed,71.92
1083,467,38,2025-11-30 07:07:38.752882,1,220.99,Completed,220.99
1084,611,13,2025-06-07 22:13:26.004832,1,241.68,Completed,241.68
1084,611,8,2025-06-07 22:13:26.004832,1,176.55,Completed,176.55
1085,704,37,2025-02-26 01:56:44.539375,1,198.15,Completed,198.15
1085,704,34,2025-02-26 01:56:44.539375,1,145.12,Completed,145.12
1086,502,31,2025-03-08 01:28:07.547996,1,10.99,Completed,10.99
1086,502,22,2025-03-08 01:28:07.547996,2,59.28,Completed,118.56
1087,414,7,2024-07-18 13:21:12.981403,2,114.9,Completed,229.8
1088,135,33,2025-02-17 11:49:25.408787,1,35.23,Completed,35.23
1089,23,32,2025-01-22 16:14:06.978701,2,150.19,Completed,300.38
1090,174,14,2024-11-07 18:53:42.712182,2,209.32,Returned,418.64
1091,39,6,2024-09-10 12:59:05.474441,3,71.74,Completed,215.21999999999997
1092,656,10,2024-02-25 23:06:39.906392,1,108.18,Completed,108.18
1093,548,26,2025-08-24 07:54:23.039241,1,152.0,Completed,152.0
1093,548,40,2025-08-24 07:54:23.039241,2,146.43,Completed,292.86
1094,50,46,2025-01-03 09:17:04.731525,1,73.0,Completed,73.0
1095,670,36,2024-08-06 22:24:21.785475,1,33.56,Cancelled,33.56
1096,50,32,2025-04-29 07:45:40.813026,1,150.19,Completed,150.19
1096,50,28,2025-04-29 07:45:40.813026,1,29.06,Completed,29.06
1096,50,36,2025-04-29 07:45:40.813026,1,33.56,Completed,33.56
1097,561,29,2024-08-16 17:56:38.291052,1,141.6,Completed,141.6
1098,719,35,2024-10-29 10:47:08.417953,2,241.49,Completed,482.98
1099,712,32,2024-07-02 10:09:33.015691,1,150.19,Completed,150.19
1099,712,43,2024-07-02 10:09:33.015691,2,87.77,Returned,175.54
1100,104,22,2025-01-11 05:16:08.225649,4,59.28,Returned,237.12
1101,277,38,2025-05-05 05:44:07.990881,1,220.99,Completed,220.99
1102,718,4,2025-02-03 17:17:41.291638,1,91.9,Completed,91.9
1103,108,49,2025-10-05 01:18:28.364455,1,215.69,Completed,215.69
1104,633,7,2025-04-03 07:49:32.766558,1,111.71,Completed,111.71
1104,633,51,2025-04-03 07:49:32.766558,1,63.75,Completed,63.75
1105,205,58,2025-01-11 20:14:47.385321,1,199.54,Completed,199.54
1106,536,38,2024-05-16 04:09:43.960952,1,220.99,Completed,220.99
1107,367,16,2024-12-30 10:02:51.438296,1,103.54,Completed,103.54
1108,303,7,2025-04-27 09:19:29.656642,1,144.55,Completed,144.55
1108,303,13,2025-04-27 09:19:29.656642,2,241.68,Completed,483.36
1109,213,6,2025-08-24 10:52:05.329564,3,71.74,Completed,215.21999999999997
1110,493,52,2025-11-15 19:33:52.029400,2,195.32,Completed,390.64
1110,493,44,2025-11-15 19:33:52.029400,1,195.18,Completed,195.18
1110,493,59,2025-11-15 19:33:52.029400,1,179.72,Completed,179.72
1111,588,30,2024-07-14 14:14:16.463325,1,133.76,Completed,133.76
1112,153,50,2025-04-10 16:28:11.313169,1,243.34,Completed,243.34
1113,799,49,2025-08-13 12:30:52.368647,2,215.69,Completed,431.38
1114,741,12,2025-09-14 12:36:42.607378,1,101.68,Completed,101.68
1115,263,35,2025-10-23 23:45:49.310987,1,241.49,Completed,241.49
1116,468,14,2025-11-13 06:49:17.628063,1,234.6,Completed,234.6
1117,304,10,2025-06-14 10:17:45.601430,2,108.18,Completed,216.36
1118,52,48,2024-02-13 17:07:36.138561,1,65.35,Completed,65.35
1119,41,30,2024-05-26 11:21:12.383686,1,133.76,Completed,133.76
1120,369,19,2024-12-03 14:46:00.223008,3,245.83,Completed,737.49
1121,321,39,2024-06-24 11:21:05.638633,1,71.92,Completed,71.92
1122,119,24,2025-06-28 21:30:54.751572,1,156.27,Completed,156.27
1122,119,59,2025-06-28 21:30:54.751572,3,165.41,Completed,496.23
1123,680,13,2025-07-12 20:05:13.321839,1,241.68,Completed,241.68
1123,680,60,2025-07-12 20:05:13.321839,1,196.88,Completed,196.88
1124,449,6,2025-09-08 05:01:02.521112,1,71.74,Returned,71.74
1124,449,58,2025-09-08 05:01:02.521112,1,199.54,Completed,199.54
1125,751,35,2024-10-26 11:45:35.275093,1,220.48,Completed,220.48
1126,188,44,2025-09-19 22:27:28.221339,1,183.2,Completed,183.2
1127,468,50,2025-10-27 03:08:03.158776,3,243.34,Completed,730.02
1127,468,3,2025-10-27 03:08:03.158776,1,101.78,Completed,101.78
1128,490,8,2025-04-07 18:24:34.545434,1,176.55,Completed,176.55
1129,665,42,2025-09-09 13:20:29.547624,1,157.62,Completed,157.62
1130,171,15,2024-07-13 20:41:49.094509,3,57.83,Completed,173.49
1130,171,2,2024-07-13 20:41:49.094509,1,67.69,Completed,67.69
1131,164,43,2024-07-28 13:01:16.822937,1,98.09,Completed,98.09
1132,495,48,2024-04-27 05:26:13.607744,1,83.25,Completed,83.25
1133,695,25,2025-05-16 09:41:52.467820,1,207.06,Cancelled,207.06
1134,626,35,2024-06-21 08:59:40.689564,1,241.49,Completed,241.49
1135,368,52,2024-06-23 02:13:46.414495,1,195.32,Returned,195.32
1136,701,21,2024-04-19 11:20:18.896262,1,237.67,Completed,237.67
1137,745,35,2024-01-21 05:22:37.641471,1,241.49,Completed,241.49
1138,134,27,2025-08-04 20:13:27.114808,2,183.96,Completed,367.92
1138,134,29,2025-08-04 20:13:27.114808,1,141.6,Completed,141.6
1139,422,30,2024-08-14 16:40:14.693322,4,133.76,Completed,535.04
1140,65,52,2024-12-20 07:53:55.734991,1,195.32,Cancelled,195.32
1141,322,13,2025-12-24 15:27:18.766007,1,223.23,Completed,223.23
1141,322,5,2025-12-24 15:27:18.766007,1,18.8,Completed,18.8
1142,762,14,2024-11-04 01:46:30.494891,1,234.6,Completed,234.6
1143,579,44,2025-10-23 03:05:11.438592,1,220.71,Completed,220.71
1144,686,15,2024-05-27 10:52:25.366644,1,65.03,Completed,65.03
1144,686,45,2024-05-27 10:52:25.366644,2,19.93,Completed,39.86
1144,686,31,2024-05-27 10:52:25.366644,1,10.99,Completed,10.99
1145,634,31,2024-07-18 01:54:48.960482,1,9.7,Completed,9.7
1145,634,14,2024-07-18 01:54:48.960482,2,234.6,Completed,469.2
1146,355,37,2024-01-22 06:33:55.873008,1,198.15,Completed,198.15
1146,355,56,2024-01-22 06:33:55.873008,1,125.24,Completed,125.24
1147,153,33,2025-07-30 11:00:56.152528,1,35.23,Completed,35.23
1148,572,35,2024-07-21 18:33:55.074911,1,241.49,Completed,241.49
1149,628,52,2025-02-06 00:22:15.909049,1,171.62,Completed,171.62
1150,161,19,2025-04-15 08:01:39.893837,2,245.83,Completed,491.66
1151,481,54,2024-01-31 19:54:40.141359,1,29.61,Completed,29.61
1152,170,36,2025-06-11 09:44:39.971407,1,28.47,Completed,28.47
1153,247,14,2025-07-25 00:44:06.765146,1,234.6,Completed,234.6
1154,285,16,2024-02-10 09:20:01.753769,2,82.27,Completed,164.54
1154,285,24,2024-02-10 09:20:01.753769,1,173.32,Completed,173.32
1155,413,23,2025-10-16 10:46:33.361431,1,18.33,Completed,18.33
1155,413,16,2025-10-16 10:46:33.361431,3,86.85,Completed,260.54999999999995
1155,413,3,2025-10-16 10:46:33.361431,1,101.78,Cancelled,101.78
1156,91,9,2024-08-17 03:36:41.918400,1,169.69,Completed,169.69
1157,458,52,2024-08-05 12:35:42.529058,1,195.32,Completed,195.32
1158,510,37,2024-02-16 09:57:04.787005,1,198.15,Completed,198.15
1159,19,52,2025-11-28 05:09:00.414336,1,162.6,Completed,162.6
1160,571,30,2025-10-16 15:28:02.056172,1,133.76,Completed,133.76
1161,94,30,2025-05-05 07:41:41.015662,1,133.76,Completed,133.76
1161,94,22,2025-05-05 07:41:41.015662,1,59.28,Completed,59.28
1162,653,29,2025-10-08 13:48:10.978383,1,141.6,Completed,141.6
1163,521,42,2024-10-16 17:36:04.630121,2,157.62,Completed,315.24
1164,671,51,2025-09-05 01:28:46.194207,2,80.72,Completed,161.44
1165,350,6,2025-09-07 04:59:04.855462,2,71.74,Completed,143.48
1166,56,47,2024-06-21 07:26:27.527661,1,89.76,Completed,89.76
1167,466,11,2025-02-20 19:27:12.986894,1,63.06,Completed,63.06
1168,786,50,2024-12-31 04:21:15.190643,1,243.34,Completed,243.34
1169,485,6,2024-03-29 01:39:30.936532,1,71.74,Completed,71.74
1169,485,12,2024-03-29 01:39:30.936532,1,101.68,Completed,101.68
1170,464,7,2025-04-29 21:05:03.171902,1,130.36,Completed,130.36
1171,228,5,2025-02-27 16:57:13.916714,1,15.44,Completed,15.44
1171,228,46,2025-02-27 16:57:13.916714,1,73.0,Completed,73.0
1172,299,26,2025-07-19 20:01:47.646727,1,152.0,Completed,152.0
1173,383,50,2025-01-18 10:33:27.386569,1,243.34,Completed,243.34
1174,47,11,2024-12-28 09:49:23.863534,1,63.06,Completed,63.06
1175,505,51,2024-03-06 21:09:31.536982,1,72.11,Completed,72.11
1175,505,55,2024-03-06 21:09:31.536982,1,229.05,Completed,229.05
1175,505,44,2024-03-06 21:09:31.536982,3,192.5,Completed,577.5
1176,193,25,2025-03-13 20:52:09.987671,1,190.59,Completed,190.59
1177,221,14,2025-07-18 10:18:15.457216,1,234.6,Returned,234.6
1178,196,5,2024-08-16 18:56:56.289097,1,18.8,Cancelled,18.8
1179,111,39,2025-08-30 14:29:40.464865,1,71.92,Completed,71.92
1180,48,39,2025-06-22 04:22:51.299313,1,71.92,Completed,71.92
1180,48,46,2025-06-22 04:22:51.299313,1,73.0,Completed,73.0
1181,603,42,2025-08-11 06:20:41.897308,2,146.33,Returned,292.66
1182,469,22,2025-06-27 02:09:40.417737,1,59.28,Completed,59.28
1182,469,43,2025-06-27 02:09:40.417737,1,105.22,Completed,105.22
1183,138,47,2025-11-13 21:57:42.052077,1,89.76,Completed,89.76
1183,138,35,2025-11-13 21:57:42.052077,1,216.68,Completed,216.68
1183,138,56,2025-11-13 21:57:42.052077,1,125.24,Completed,125.24
1184,444,22,2024-06-08 03:30:24.870294,3,59.28,Completed,177.84
1185,495,11,2024-03-18 23:22:53.442847,1,63.06,Completed,63.06
1185,495,43,2024-03-18 23:22:53.442847,1,105.22,Completed,105.22
1186,182,4,2024-06-05 07:11:00.031156,1,100.31,Completed,100.31
1187,178,37,2024-07-19 10:04:09.469568,1,198.15,Completed,198.15
1188,132,34,2024-10-25 02:44:23.047942,1,127.92,Completed,127.92
1188,132,38,2024-10-25 02:44:23.047942,1,220.99,Completed,220.99
1189,330,13,2025-09-21 22:00:24.616877,4,241.68,Cancelled,966.72
1190,394,46,2024-02-10 19:48:47.000260,1,73.0,Completed,73.0
1190,394,12,2024-02-10 19:48:47.000260,1,101.68,Completed,101.68
1191,710,58,2025-01-24 10:23:37.969023,1,199.54,Completed,199.54
1191,710,9,2025-01-24 10:23:37.969023,1,169.69,Completed,169.69
1192,352,49,2025-05-25 17:18:09.353587,1,215.69,Completed,215.69
1192,352,39,2025-05-25 17:18:09.353587,1,71.92,Returned,71.92
1193,137,38,2024-03-23 11:04:58.064042,1,192.37,Completed,192.37
1194,767,17,2025-02-02 09:27:10.734175,1,16.4,Completed,16.4
1195,719,2,2024-12-12 15:26:39.322099,1,72.13,Completed,72.13
1196,322,3,2024-06-28 19:59:38.399347,1,101.78,Completed,101.78
1196,322,7,2024-06-28 19:59:38.399347,2,144.55,Completed,289.1
1197,648,34,2024-07-21 17:53:44.003640,4,145.12,Completed,580.48
1197,648,33,2024-07-21 17:53:44.003640,1,35.23,Completed,35.23
1197,648,30,2024-07-21 17:53:44.003640,1,133.76,Completed,133.76
1198,704,22,2025-07-26 12:28:02.513659,1,59.28,Completed,59.28
1199,689,54,2024-04-15 18:51:00.041492,1,26.41,Completed,26.41
1200,183,9,2024-12-12 21:53:08.158891,1,169.69,Completed,169.69
1201,711,48,2024-09-25 10:47:32.414873,1,83.25,Completed,83.25
1201,711,7,2024-09-25 10:47:32.414873,2,144.55,Completed,289.1
1202,780,47,2024-08-12 23:09:46.483702,1,89.76,Completed,89.76
1203,492,23,2025-04-16 03:21:56.693252,1,18.33,Completed,18.33
1204,684,35,2025-10-22 19:37:10.699411,1,241.49,Completed,241.49
1205,691,51,2024-01-26 09:51:40.478874,1,80.72,Completed,80.72
1205,691,59,2024-01-26 09:51:40.478874,1,179.72,Completed,179.72
1206,293,20,2025-06-23 19:09:32.398482,1,237.72,Completed,237.72
1207,433,54,2025-08-06 05:27:07.012637,1,29.61,Completed,29.61
1208,536,18,2024-02-09 21:51:34.031223,1,109.94,Completed,109.94
1209,55,40,2025-10-31 17:51:06.095240,1,146.43,Returned,146.43
1210,205,53,2025-05-05 06:24:26.438532,1,184.37,Completed,184.37
1210,205,13,2025-05-05 06:24:26.438532,1,241.68,Completed,241.68
1211,294,11,2024-07-03 16:15:37.230021,1,63.06,Completed,63.06
1212,150,11,2024-10-07 19:46:21.084530,1,63.06,Completed,63.06
1212,150,30,2024-10-07 19:46:21.084530,1,133.76,Completed,133.76
1213,303,29,2025-04-11 10:23:15.026582,1,141.6,Completed,141.6
1213,303,48,2025-04-11 10:23:15.026582,1,83.25,Completed,83.25
1213,303,30,2025-04-11 10:23:15.026582,1,133.76,Completed,133.76
1214,464,49,2025-05-26 10:48:22.935645,1,199.21,Completed,199.21
1214,464,17,2025-05-26 10:48:22.935645,1,16.4,Completed,16.4
1214,464,17,2025-05-26 10:48:22.935645,1,16.4,Completed,16.4
1215,761,47,2025-10-21 07:18:44.528109,1,89.76,Completed,89.76
1216,399,27,2025-05-15 05:33:03.211891,3,183.96,Completed,551.88
1217,713,40,2025-01-25 11:38:07.214604,1,146.43,Completed,146.43
1218,681,30,2024-06-21 13:24:38.867536,1,110.53,Completed,110.53
1219,427,45,2024-11-18 22:53:49.266089,2,19.93,Completed,39.86
1220,702,41,2024-01-06 17:48:51.053732,1,49.67,Returned,49.67
1220,702,60,2024-01-06 17:48:51.053732,3,196.88,Completed,590.64
1221,14,38,2025-12-02 08:18:15.812978,1,220.99,Completed,220.99
1222,208,48,2025-11-08 01:55:46.754795,1,83.25,Completed,83.25
1223,800,52,2025-11-01 02:04:32.404637,2,195.32,Completed,390.64
1224,454,36,2024-08-07 15:33:37.497893,2,33.56,Completed,67.12
1224,454,28,2024-08-07 15:33:37.497893,2,29.06,Cancelled,58.12
1224,454,25,2024-08-07 15:33:37.497893,1,207.06,Completed,207.06
1225,664,22,2025-11-14 12:22:06.703777,3,59.28,Completed,177.84
1226,603,48,2025-07-06 08:49:19.596561,1,83.25,Completed,83.25
1226,603,21,2025-07-06 08:49:19.596561,1,237.67,Completed,237.67
1227,795,37,2024-08-05 02:50:57.297867,1,198.15,Completed,198.15
1228,199,19,2025-09-19 08:58:52.457179,3,245.83,Completed,737.49
1228,199,43,2025-09-19 08:58:52.457179,1,105.22,Completed,105.22
1229,700,26,2024-04-26 23:10:51.917081,3,143.26,Completed,429.78
1230,753,42,2024-11-16 08:34:45.311221,1,157.62,Completed,157.62
1230,753,22,2024-11-16 08:34:45.311221,1,59.28,Completed,59.28
1231,439,35,2024-08-19 13:04:11.823814,1,241.49,Completed,241.49
1232,271,46,2025-08-15 22:34:50.646564,1,63.28,Cancelled,63.28
1232,271,33,2025-08-15 22:34:50.646564,2,35.23,Cancelled,70.46
1233,339,33,2025-04-15 10:24:17.452248,1,35.23,Completed,35.23
1234,159,52,2025-07-30 04:50:27.022262,2,182.77,Completed,365.54
1235,612,41,2024-07-19 01:07:11.748000,1,46.51,Completed,46.51
1236,631,47,2024-02-28 11:15:24.067097,2,89.76,Completed,179.52
1237,309,53,2025-07-23 00:04:51.850881,1,184.37,Completed,184.37
1237,309,39,2025-07-23 00:04:51.850881,1,71.92,Completed,71.92
1238,367,12,2024-12-24 22:26:29.062433,1,90.65,Completed,90.65
1239,539,54,2025-06-21 23:13:23.711783,1,29.61,Completed,29.61
1240,189,58,2025-11-07 08:13:52.647832,1,199.54,Completed,199.54
1240,189,36,2025-11-07 08:13:52.647832,2,33.56,Completed,67.12
1241,164,16,2024-08-30 21:17:35.528013,1,103.54,Completed,103.54
1242,550,18,2024-11-04 07:51:08.338989,1,133.07,Completed,133.07
1243,358,8,2025-11-01 12:55:45.829224,2,176.55,Cancelled,353.1
1244,219,5,2024-03-14 06:55:49.164413,1,18.8,Completed,18.8
1245,340,45,2024-04-27 01:12:55.565173,1,19.93,Completed,19.93
1246,224,44,2024-07-09 12:11:44.553410,1,220.71,Completed,220.71
1246,224,56,2024-07-09 12:11:44.553410,1,125.24,Completed,125.24
1247,487,33,2024-02-18 10:45:14.178493,1,35.23,Returned,35.23
1248,771,58,2024-11-03 05:39:06.201317,1,199.54,Completed,199.54
1249,10,58,2025-06-16 08:08:15.134799,1,163.46,Completed,163.46
1250,247,23,2025-02-03 20:11:23.506197,1,18.33,Completed,18.33
1251,629,50,2024-08-26 12:58:52.870240,2,243.34,Completed,486.68
1251,629,44,2024-08-26 12:58:52.870240,1,220.71,Completed,220.71
1252,41,18,2025-05-22 12:04:51.390874,4,133.07,Completed,532.28
1253,329,49,2025-07-10 05:48:35.282270,1,215.69,Completed,215.69
1254,117,49,2025-04-13 04:51:05.065188,1,215.69,Cancelled,215.69
1255,554,50,2024-05-14 03:07:05.448999,1,243.34,Completed,243.34
1256,26,48,2024-11-19 16:27:18.330674,1,83.25,Completed,83.25
1256,26,4,2024-11-19 16:27:18.330674,3,100.31,Completed,300.93
1257,384,11,2025-04-13 00:03:03.878526,1,63.06,Completed,63.06
1258,521,55,2024-01-03 05:53:17.098614,1,229.05,Completed,229.05
1258,521,25,2024-01-03 05:53:17.098614,1,192.49,Completed,192.49
1259,198,58,2024-05-26 01:19:10.465100,3,199.54,Completed,598.62
1260,85,14,2024-08-11 01:11:34.301402,1,234.6,Completed,234.6
1261,172,43,2025-02-24 08:10:47.024364,1,105.22,Completed,105.22
1262,792,4,2024-03-21 21:42:36.209485,1,100.31,Completed,100.31
1263,8,58,2024-07-01 05:03:16.108712,1,199.54,Returned,199.54
1264,216,39,2025-06-04 21:38:24.898932,1,71.92,Completed,71.92
1265,793,57,2025-07-14 08:28:51.398333,1,98.49,Completed,98.49
1266,702,30,2025-04-18 21:38:36.721200,1,133.76,Completed,133.76
1266,702,11,2025-04-18 21:38:36.721200,2,54.08,Completed,108.16
1267,720,45,2024-04-04 23:13:42.856846,1,19.93,Completed,19.93
1268,760,18,2025-03-09 15:09:45.032659,4,133.07,Completed,532.28
1269,663,24,2024-10-26 12:44:23.679862,1,173.32,Completed,173.32
1270,74,45,2025-11-16 18:36:26.060747,2,19.93,Completed,39.86
1271,158,16,2024-11-25 14:06:10.918955,1,92.5,Completed,92.5
1272,39,1,2025-09-29 15:49:20.573393,1,92.8,Completed,92.8
1273,258,46,2024-04-07 11:05:30.217886,1,73.0,Completed,73.0
1274,589,33,2024-05-06 15:21:09.110059,1,35.23,Completed,35.23
1274,589,59,2024-05-06 15:21:09.110059,1,179.72,Completed,179.72
1275,418,45,2025-03-08 21:43:03.646765,1,19.93,Cancelled,19.93
1275,418,40,2025-03-08 21:43:03.646765,2,146.43,Completed,292.86
1276,444,48,2024-08-27 03:12:33.232305,1,83.25,Completed,83.25
1277,399,12,2024-07-24 17:05:21.108285,1,101.68,Completed,101.68
1277,399,60,2024-07-24 17:05:21.108285,1,196.88,Completed,196.88
1278,657,29,2024-03-02 14:40:10.621350,2,141.6,Completed,283.2
1278,657,26,2024-03-02 14:40:10.621350,1,136.68,Completed,136.68
1279,47,24,2024-09-25 08:20:39.647985,2,173.32,Completed,346.64
1280,75,54,2024-10-14 06:01:04.947072,1,29.61,Completed,29.61
